Site,Stem_id,Plot,Date,Species,DBH,Distance,Azimuth,Genus,Specific epithet,Scientific name,Common name,functional_group
Kreher,197,21,5/19/2022,PITA,60.4,3.8,338,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Kreher,196,21,5/19/2022,PITA,33.3,3.1,142,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Kreher,192,21,5/19/2022,PITA,19.1,2.8,231,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Kreher,177,20,5/19/2022,PITA,33.8,7.9,225,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Kreher,180,20,5/19/2022,PITA,64.3,7.1,268,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Kreher,178,20,5/19/2022,PITA,45.4,6.1,84,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Kreher,179,20,5/19/2022,PITA,55.6,3.7,173,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Kreher,161,19,5/19/2022,PITA,24.9,7.8,150,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Kreher,165,19,5/19/2022,PITA,47.3,6.1,358,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Kreher,162,19,5/19/2022,PIEC,33.5,4.5,335,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte
Kreher,163,19,5/19/2022,PIEC,36,4.5,225,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte
Kreher,160,19,5/19/2022,PITA,14.2,3.9,142,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Kreher,164,19,5/19/2022,PITA,41,3.6,160,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,152,17,6/6/2022,PITA,38.8,7.77,,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,145,17,6/6/2022,PITA,19.2,6.61,,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,148,17,6/6/2022,PITA,25,6.61,,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,146,17,6/6/2022,PITA,24.1,6.37,,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,151,17,6/6/2022,PITA,33.4,6.35,,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,150,17,6/6/2022,PITA,33.4,4.79,,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,149,17,6/6/2022,PITA,28.5,4.47,,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,153,17,6/6/2022,PITA,44.1,4.4,,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,147,17,6/6/2022,PITA,24.8,4.1,,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,137,12,6/6/2022,PIPA,23.3,7.65,,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte
Tuskegee,136,12,6/6/2022,PITA,12.8,6.77,,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,138,12,6/6/2022,PIEL,37.4,5.8,,Pinus ,elliottii,Pinus elliottii,slash pine,pyrophyte
Tuskegee,139,12,6/6/2022,PIEL,43.3,5.02,,Pinus ,elliottii,Pinus elliottii,slash pine,pyrophyte
Tuskegee,127,9,6/6/2022,PITA,51.7,7,,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,128,9,6/6/2022,PIEL,58.2,6.4,,Pinus ,elliottii,Pinus elliottii,slash pine,pyrophyte
Tuskegee,126,9,6/6/2022,PIEL,46.3,5.8,,Pinus ,elliottii,Pinus elliottii,slash pine,pyrophyte
Tuskegee,116,8,6/6/2022,PIPA,53.8,8,,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte
Tuskegee,115,8,6/6/2022,PIPA,31.4,7.6,,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte
Tuskegee,113,8,6/6/2022,PIEL,11.2,5.9,,Pinus ,elliottii,Pinus elliottii,slash pine,pyrophyte
Tuskegee,117,8,6/6/2022,PIEL,61.2,5.4,,Pinus ,elliottii,Pinus elliottii,slash pine,pyrophyte
Tuskegee,114,8,6/6/2022,PIEL,24.3,4.4,,Pinus ,elliottii,Pinus elliottii,slash pine,pyrophyte
Tuskegee,100,7.2,6/6/2022,PITA,54.4,8,147,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,99,7.2,6/6/2022,PITA,42.5,7.5,244,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,101,7.2,6/6/2022,PITA,61.2,4.4,47,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,98,7.2,6/6/2022,PIEL,41.4,4.2,342,Pinus ,elliottii,Pinus elliottii,slash pine,pyrophyte
Tuskegee,92,7,6/6/2022,PITA,59.6,7.6,,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,91,7,6/6/2022,PITA,58.4,4.1,,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,86,6,6/6/2022,PIEL,16.9,8.1,,Pinus ,elliottii,Pinus elliottii,slash pine,pyrophyte
Tuskegee,87,6,6/6/2022,PIEL,41.2,4.4,,Pinus ,elliottii,Pinus elliottii,slash pine,pyrophyte
Tuskegee,88,6,6/6/2022,PIEL,47.3,3.3,,Pinus ,elliottii,Pinus elliottii,slash pine,pyrophyte
Tuskegee,67,3.2,6/6/2022,PITA,17,63,33,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,71,3.2,6/6/2022,PIEL,52.7,7.1,49,Pinus ,elliottii,Pinus elliottii,slash pine,pyrophyte
Tuskegee,69,3.2,6/6/2022,PIEL,36.4,6.9,352,Pinus ,elliottii,Pinus elliottii,slash pine,pyrophyte
Tuskegee,66,3.2,6/6/2022,PITA,13.2,6.1,27,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,68,3.2,6/6/2022,PITA,17.1,6,54,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,70,3.2,6/6/2022,PIEL,40.5,3.9,237,Pinus ,elliottii,Pinus elliottii,slash pine,pyrophyte
Tuskegee,58,3,6/6/2022,PITA,41.7,8,,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,54,3,6/6/2022,PITA,23.6,5.9,,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,57,3,6/6/2022,PITA,34.5,5.9,,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,55,3,6/6/2022,PITA,26.5,4.5,,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,59,3,6/6/2022,PITA,42.3,4.1,,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,56,3,6/6/2022,PITA,28.3,3.7,,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,38,2.2,6/6/2022,PITA,20.1,6.2,158,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,39,2.2,6/6/2022,PITA,40.8,5,148,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,40,2.2,6/6/2022,PIEC,66,4.2,47,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte
Tuskegee,33,2,6/6/2022,PIEC,46.5,7.8,350,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte
Tuskegee,34,2,6/6/2022,PITA,59.4,6.9,153,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,30,2,6/6/2022,PIEC,14.7,5.9,122,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte
Tuskegee,31,2,6/6/2022,PIEC,27.2,4.1,81,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte
Tuskegee,32,2,6/6/2022,PIEC,29,4,290,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte
Tuskegee,11,1,6/6/2022,PITA,31.9,7.7,172,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,13,1,6/6/2022,PITA,40,6.6,140,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,10,1,6/6/2022,PITA,15.5,6,16,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,12,1,6/6/2022,PITA,37.4,5.7,193,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,14,1,6/10/2022,PITA,46.3,2.8,314,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
CR,1247,107,6/1/2022,OXAR,13.5,1.6,140,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
CR,1216,105,6/1/2022,OXAR,18,4.1,182,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
CR,1191,103,6/1/2022,OXAR,17.4,7.9,42,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
CR,1189,103,6/1/2022,OXAR,10,6.3,144,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
CR,1190,103,6/1/2022,OXAR,10.2,4.7,48,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
Talladega,1077,91,7/8/2022,OXAR,10.9,3.3,193,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
Talladega,1016,82,7/6/2022,OXAR,16.4,6.8,199,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
Talladega,1017,82,7/6/2022,OXAR,20.5,2.9,347,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
Talladega,1008,81,7/6/2022,OXAR,10.5,5.6,288,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
Talladega,1009,81,7/6/2022,OXAR,22.3,2.4,343,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
Talladega,1001,80,7/6/2022,OXAR,18.3,3.1,70,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
Talladega,987,79,7/6/2022,OXAR,20.3,8.7,,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
Talladega,988,79,7/6/2022,OXAR,26.8,3.7,,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
Talladega,989,79,7/6/2022,OXAR,30.4,3.7,,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
Talladega,963,76,7/5/2022,OXAR,20.1,,,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
Talladega,893,68,7/5/2022,OXAR,20.3,5.3,202,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
Talladega,894,68,7/5/2022,OXAR,24.6,5.1,200,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
Talladega,880,67,7/5/2022,OXAR,13.5,6.8,273,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
Talladega,866,66,7/5/2022,OXAR,22.2,65,208,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
Talladega,863,66,7/5/2022,OXAR,17.3,7.8,142,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
Talladega,862,66,7/5/2022,OXAR,14.5,6.7,290,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
Talladega,865,66,7/5/2022,OXAR,20.9,6.6,292,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
Talladega,861,66,7/5/2022,OXAR,13,5.4,130,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
Talladega,864,66,7/5/2022,OXAR,20.5,2.9,91,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
Talladega,848,65,7/5/2022,OXAR,17.8,6.4,191,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
Talladega,850,65,7/5/2022,OXAR,21.1,5.3,7,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
Talladega,847,65,7/5/2022,OXAR,14.2,4.9,7,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
Talladega,849,65,7/5/2022,OXAR,21,2.6,142,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
Talladega,816,63,7/5/2022,OXAR,26.9,1.2,265,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
Talladega,801,62,7/5/2022,OXAR,24.8,5.2,93,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
Talladega,800,62,7/5/2022,OXAR,20.5,4.3,220,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
Talladega,799,62,7/5/2022,OXAR,16.7,0.8,39,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
Talladega,778,61,7/5/2022,OXAR,13.8,4.8,46,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
Talladega,777,61,7/5/2022,OXAR,13.7,4.3,350,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
Talladega,779,61,7/5/2022,OXAR,17.6,2.4,121,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
MOT,703,56,5/18/2022,OXAR,30.9,4.1,29,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
MOT,689,55,5/18/2022,OXAR,19.2,7,5,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
MOT,690,55,5/18/2022,OXAR,25.6,6,142,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
MOT,686,55,5/18/2022,OXAR,7,5.1,196,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
MOT,687,55,5/18/2022,OXAR,12.1,5.1,196,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
MOT,688,55,5/18/2022,OXAR,13.1,5.1,72,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
MOT,669,54,5/18/2022,OXAR,17.3,6.1,281,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
MOT,670,54,5/18/2022,OXAR,21,6.1,281,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,mesophyte
Talladega,1155,99,7/8/2022,OSVI,12.5,4,68,Ostrya ,virginiana,Ostrya virginiana,eastern hophorn bean,mesophyte
Talladega,1153,99,7/8/2022,OSVI,10.8,3.8,30,Ostrya ,virginiana,Ostrya virginiana,eastern hophorn bean,mesophyte
Talladega,1182,102,7/6/2022,NYSY,11.4,6.5,128,Nyssa ,sylvatica,Nyssa sylvatica,black gum,mesophyte
Talladega,1183,102,7/6/2022,NYSY,14.5,6.2,121,Nyssa ,sylvatica,Nyssa sylvatica,black gum,mesophyte
Talladega,1166,100,7/6/2022,NYSY,15.9,0.5,74,Nyssa ,sylvatica,Nyssa sylvatica,black gum,mesophyte
Talladega,1002,80,7/6/2022,NYSY,12.2,2.6,351,Nyssa ,sylvatica,Nyssa sylvatica,black gum,mesophyte
Talladega,990,79,7/6/2022,NYSY,13,6.5,,Nyssa ,sylvatica,Nyssa sylvatica,black gum,mesophyte
Talladega,954,75,7/5/2022,NYSY,18,7.1,197,Nyssa ,sylvatica,Nyssa sylvatica,black gum,mesophyte
Talladega,952,75,7/5/2022,NYSY,15.8,6.5,258,Nyssa ,sylvatica,Nyssa sylvatica,black gum,mesophyte
Talladega,950,75,7/5/2022,NYSY,15.5,6.1,359,Nyssa ,sylvatica,Nyssa sylvatica,black gum,mesophyte
Talladega,951,75,7/5/2022,NYSY,15.6,5.7,232,Nyssa ,sylvatica,Nyssa sylvatica,black gum,mesophyte
Talladega,949,75,7/5/2022,NYSY,14.2,4.1,291,Nyssa ,sylvatica,Nyssa sylvatica,black gum,mesophyte
Talladega,953,75,7/5/2022,NYSY,17,3.5,331,Nyssa ,sylvatica,Nyssa sylvatica,black gum,mesophyte
Talladega,945,74,7/5/2022,NYSY,18.6,7.2,270,Nyssa ,sylvatica,Nyssa sylvatica,black gum,mesophyte
Talladega,943,74,7/5/2022,NYSY,11.5,5.3,103,Nyssa ,sylvatica,Nyssa sylvatica,black gum,mesophyte
Talladega,944,74,7/5/2022,NYSY,13,3.8,76,Nyssa ,sylvatica,Nyssa sylvatica,black gum,mesophyte
Talladega,946,74,7/5/2022,NYSY,24.3,1.2,205,Nyssa ,sylvatica,Nyssa sylvatica,black gum,mesophyte
Talladega,936,72,7/5/2022,NYSY,11.3,4.8,42,Nyssa ,sylvatica,Nyssa sylvatica,black gum,mesophyte
MOT,719,57,5/19/2022,NYSY,20.8,5.1,88,Nyssa ,sylvatica,Nyssa sylvatica,black gum,mesophyte
MOT,671,54,5/18/2022,NYSY,10.7,3,152,Nyssa ,sylvatica,Nyssa sylvatica,black gum,mesophyte
Kreher,198,21,5/19/2022,NYSY,19.2,5.9,268,Nyssa ,sylvatica,Nyssa sylvatica,black gum,mesophyte
CR,1217,105,6/1/2022,LITU,48.8,2.8,311,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte
CR,1192,103,6/1/2022,LITU,25.5,7.9,139,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte
Talladega,1156,99,7/8/2022,LITU,34.5,7.7,39,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte
Talladega,1157,99,7/8/2022,LITU,76.8,3.6,84,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte
Talladega,1145,98,7/8/2022,LITU,36,3,306,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte
Talladega,1146,98,7/8/2022,LITU,38,2.6,253,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte
Talladega,1118,95,7/8/2022,LITU,24.5,4.6,52,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte
Talladega,1078,91,7/8/2022,LITU,13.9,5.6,245,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte
Talladega,979,78,7/6/2022,LITU,41,5.2,109,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte
Talladega,980,78,7/6/2022,LITU,42.4,4.3,108,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte
Talladega,972,77,7/6/2022,LITU,42,1.6,133,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte
Talladega,869,66,7/5/2022,LITU,69.5,7.6,103,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte
Talladega,868,66,7/5/2022,LITU,55.3,6.7,225,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte
Talladega,867,66,7/5/2022,LITU,21.5,6.5,250,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte
Talladega,833,64,7/5/2022,LITU,29,4.7,215,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte
Talladega,802,62,7/5/2022,LITU,15,7.3,57,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte
MOT,691,55,5/18/2022,LITU,49.9,4,8,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte
MOT,636,52,5/18/2022,LITU,15.2,6.8,8,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte
Tuskegee,444,35,6/7/2022,LITU,38.2,6.1,358,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte
Tuskegee,435,34,6/7/2022,LITU,18,5.4,322,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte
Tuskegee,436,34,6/7/2022,LITU,41.3,4.2,328,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte
MOT,346,30,5/18/2022,LITU,23,8,127,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte
MOT,345,30,5/18/2022,LITU,15.3,7.6,82,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte
MOT,347,30,5/18/2022,LITU,28.3,7.6,82,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte
MOT,313,28,5/18/2022,LITU,46,7.5,255,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte
MOT,265,25,5/19/2022,LITU,12.4,7.7,321,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte
MOT,250,24,5/19/2022,LITU,32,4.8,341,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte
MOT,251,24,5/19/2022,LITU,43.3,4.8,341,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte
Tuskegee,118,8,6/6/2022,LITU,39.7,8,,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte
Tuskegee,105,7.2,6/6/2022,LITU,22.9,7.5,112,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte
Tuskegee,103,7.2,6/6/2022,LITU,19.2,6.5,33,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte
Tuskegee,104,7.2,6/6/2022,LITU,21.2,6,40,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte
Tuskegee,102,7.2,6/6/2022,LITU,17.8,4.2,138,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte
Tuskegee,94,7,6/6/2022,LITU,21.4,7.5,,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte
Tuskegee,93,7,6/6/2022,LITU,18.8,6.5,,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte
Tuskegee,89,6,6/6/2022,LITU,37.8,7,,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte
Tuskegee,41,2.2,6/6/2022,LITU,12.9,6.1,30,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte
Talladega,1158,99,7/8/2022,LIST,48.2,7.3,16,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Talladega,883,67,7/5/2022,LIST,16.4,7.8,239,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Talladega,882,67,7/5/2022,LIST,16.2,6.2,205,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Talladega,881,67,7/5/2022,LIST,12.2,4.5,172,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Talladega,884,67,7/5/2022,LIST,33.7,4.3,106,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Talladega,852,65,7/5/2022,LIST,13.5,7.5,42,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Talladega,857,65,7/5/2022,LIST,27.7,7.3,34,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Talladega,853,65,7/5/2022,LIST,17.6,5.5,163,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Talladega,855,65,7/5/2022,LIST,24.5,5.2,344,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Talladega,854,65,7/5/2022,LIST,19.9,3.9,105,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Talladega,856,65,7/5/2022,LIST,26.4,1.8,268,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Talladega,835,64,7/5/2022,LIST,11,7.3,293,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Talladega,834,64,7/5/2022,LIST,11,7.2,280,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Talladega,836,64,7/5/2022,LIST,11.4,4.9,353,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Talladega,805,62,7/5/2022,LIST,21.2,6.3,349,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Talladega,803,62,7/5/2022,LIST,11,6,153,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Talladega,806,62,7/5/2022,LIST,27.3,6,204,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Talladega,804,62,7/5/2022,LIST,17.4,3.1,92,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Talladega,781,61,7/5/2022,LIST,10.2,7.8,138,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Talladega,786,61,7/5/2022,LIST,17.7,6.9,135,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Talladega,783,61,7/5/2022,LIST,15,5.1,38,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Talladega,784,61,7/5/2022,LIST,15.5,4.3,270,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Talladega,780,61,7/5/2022,LIST,10.2,3.7,68,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Talladega,782,61,7/5/2022,LIST,14.1,3,52,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Talladega,785,61,7/5/2022,LIST,16.5,2.3,271,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,768,60,5/19/2022,LIST,17.3,7.5,268,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,767,60,5/19/2022,LIST,13.8,6.6,24,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,769,60,5/19/2022,LIST,17.4,6.6,24,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,764,60,5/19/2022,LIST,10.5,5.8,261,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,770,60,5/19/2022,LIST,18.3,4.7,142,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,765,60,5/19/2022,LIST,11.1,4.2,99,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,766,60,5/19/2022,LIST,11.7,2.4,350,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,771,60,5/19/2022,LIST,45.8,2.1,91,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,753,59,5/19/2022,LIST,19.3,4.1,177,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,752,59,5/19/2022,LIST,15.1,1.6,11,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,722,57,5/19/2022,LIST,12.5,7.9,171,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,724,57,5/19/2022,LIST,13.1,7.1,256,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,721,57,5/19/2022,LIST,12.1,6.7,281,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,725,57,5/19/2022,LIST,14,6.3,241,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,720,57,5/19/2022,LIST,11.1,5.8,156,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,726,57,5/19/2022,LIST,14.3,4.4,354,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
